user_id,bio,contact_details
813,Health Coach IV,401-733-4861
814,Budget/Accounting Analyst II,128-808-9252
815,Nurse,643-315-1823
816,Engineer II,322-774-1231
817,Software Consultant,230-821-0712
818,Technical Writer,338-988-9759
819,Financial Analyst,467-119-7964
820,Physical Therapy Assistant,244-278-5460
821,Account Representative IV,298-258-0443
822,Product Engineer,697-476-8886
823,Internal Auditor,736-450-0354
824,Compensation Analyst,766-650-5675
825,Human Resources Assistant II,424-582-1978
826,Geologist I,548-441-0061
827,Cost Accountant,985-813-4409
828,Clinical Specialist,569-814-9949
829,Civil Engineer,891-978-1864
830,Research Associate,856-446-8060
831,Speech Pathologist,191-107-9167
832,Human Resources Manager,379-511-9884
833,Staff Accountant I,750-573-3442
834,Sales Representative,732-794-0739
835,Accounting Assistant III,620-328-4832
836,Community Outreach Specialist,771-606-3623
837,Office Assistant II,311-921-6179
838,Safety Technician III,945-529-6150
839,Software Consultant,319-320-4880
840,Dental Hygienist,894-749-9420
841,Office Assistant I,436-302-8153
842,Cost Accountant,343-783-3193
843,Food Chemist,778-536-3829
844,Information Systems Manager,149-521-9524
845,Staff Scientist,205-790-1694
846,VP Marketing,727-100-8997
847,Research Associate,908-474-6157
848,Geologist IV,475-775-3035
849,Accounting Assistant III,995-727-4501
850,Analyst Programmer,362-325-0102
851,Structural Engineer,511-166-1957
852,Geological Engineer,353-930-5362
853,Safety Technician I,584-549-5193
854,Account Coordinator,173-683-0964
855,Recruiting Manager,721-958-4795
856,Developer II,209-525-2225
857,GIS Technical Architect,910-104-0181
858,Research Nurse,315-155-9287
859,Graphic Designer,596-969-7082
860,Chief Design Engineer,307-363-3700
861,Physical Therapy Assistant,818-511-7870
862,Software Engineer II,455-697-3808
863,Budget/Accounting Analyst I,364-930-1705
864,Programmer III,186-578-5324
865,Project Manager,857-776-0828
866,Environmental Specialist,201-646-2248
867,Analog Circuit Design manager,717-841-7552
868,Administrative Officer,173-319-5155
869,Occupational Therapist,549-975-8641
870,Assistant Media Planner,935-868-5980
871,Director of Sales,469-733-8653
872,Accountant I,929-683-4162
873,Business Systems Development Analyst,639-240-5133
874,Cost Accountant,634-479-9327
875,Software Engineer I,945-358-0232
876,Office Assistant I,811-733-5926
877,Nuclear Power Engineer,352-524-0237
878,Civil Engineer,466-351-2513
879,Accounting Assistant IV,656-169-3298
880,Teacher,265-246-6646
881,Geologist II,380-687-7914
882,Administrative Assistant II,342-724-5680
883,Research Nurse,617-544-4614
884,Structural Analysis Engineer,811-539-5362
885,Marketing Assistant,642-348-4582
886,Staff Accountant I,895-438-2140
887,Senior Developer,981-139-2000
888,Quality Control Specialist,975-859-2250
889,Pharmacist,149-145-0435
890,Structural Analysis Engineer,840-377-0391
891,Product Engineer,732-774-0219
892,Community Outreach Specialist,234-613-1667
893,Senior Financial Analyst,699-591-1889
894,Analyst Programmer,426-819-0800
895,Web Designer IV,835-791-1209
896,Chief Design Engineer,478-120-4073
897,Account Coordinator,710-683-3493
898,Account Executive,636-762-3874
899,Developer III,650-240-1121
900,Pharmacist,163-544-4217
901,Staff Scientist,761-285-8280
902,Compensation Analyst,932-730-1320
903,Senior Quality Engineer,956-683-9005
904,Assistant Professor,157-184-7763
905,Desktop Support Technician,801-953-6430
906,Financial Analyst,527-670-2591
907,Media Manager IV,147-586-8723
908,Nurse Practicioner,136-851-0180
909,Health Coach IV,611-595-8087
910,Financial Analyst,370-702-7758
911,Occupational Therapist,634-590-8044
912,VP Product Management,801-377-5529
913,Professor,487-579-0537
914,Sales Associate,314-635-9325
915,Registered Nurse,513-816-8635
916,Junior Executive,867-327-6668
917,Paralegal,306-288-6199
918,Human Resources Assistant IV,578-215-9329
919,Financial Analyst,116-143-7789
920,Tax Accountant,602-592-7380
921,Director of Sales,942-437-4391
922,Senior Sales Associate,828-976-5186
923,Internal Auditor,981-581-5261
924,VP Product Management,891-876-3082
925,Paralegal,599-643-9330
926,Paralegal,768-141-8744
927,Programmer II,666-172-5437
928,Design Engineer,439-554-1204
929,Sales Associate,346-322-7241
930,Health Coach I,357-407-3770
931,Administrative Assistant IV,534-773-1530
932,Account Representative II,948-991-4047
933,Community Outreach Specialist,401-134-3848
934,Marketing Assistant,175-331-4624
935,Geologist II,248-380-8594
936,Community Outreach Specialist,690-420-5582
937,Analog Circuit Design manager,165-595-9568
938,Software Test Engineer IV,921-786-5851
939,Nurse Practicioner,838-764-2577
940,Staff Accountant II,729-977-8641
941,Actuary,618-471-3724
942,Research Associate,969-599-8167
943,Engineer II,250-700-6858
944,Financial Advisor,580-154-6019
945,Design Engineer,205-913-8885
946,Analog Circuit Design manager,532-420-5880
947,Design Engineer,383-175-2784
948,Administrative Assistant II,716-846-4133
949,Sales Associate,761-568-4483
950,Senior Financial Analyst,217-354-5729
951,Safety Technician II,418-546-5766
952,Food Chemist,850-619-0785
953,Structural Analysis Engineer,591-644-4419
954,Executive Secretary,560-583-7061
955,Nurse Practicioner,308-377-4848
956,Senior Cost Accountant,601-671-3015
957,Statistician IV,294-368-4721
958,Web Designer II,579-580-9262
959,Graphic Designer,336-329-2486
960,Food Chemist,314-780-4293
961,Senior Developer,947-757-0866
962,Internal Auditor,241-937-7419
963,Structural Analysis Engineer,258-153-7432
964,Statistician III,209-295-2500
965,Systems Administrator III,533-794-4729
966,Statistician II,976-593-1021
967,Assistant Professor,236-242-3157
968,Help Desk Operator,723-925-3104
969,Physical Therapy Assistant,763-840-4986
970,Design Engineer,236-689-8408
971,Biostatistician II,292-798-1837
972,Electrical Engineer,504-604-0345
973,Senior Editor,548-566-4766
974,Systems Administrator IV,578-944-0979
975,Nuclear Power Engineer,904-605-4130
976,Editor,453-970-9185
977,Librarian,783-465-7571
978,Payment Adjustment Coordinator,393-549-5560
979,Physical Therapy Assistant,449-551-6709
980,Environmental Tech,667-354-5781
981,Senior Financial Analyst,377-392-5527
982,Structural Analysis Engineer,712-272-8744
983,Accountant I,328-613-4400
984,Payment Adjustment Coordinator,582-919-7262
985,Budget/Accounting Analyst I,622-740-4700
986,Dental Hygienist,900-624-2187
987,Environmental Tech,132-203-9019
988,Paralegal,645-273-5654
989,Director of Sales,436-566-8635
990,Software Engineer II,713-255-1794
991,Dental Hygienist,564-914-5153
992,Speech Pathologist,558-786-1049
993,Product Engineer,526-946-9326
994,Occupational Therapist,944-845-8782
995,Physical Therapy Assistant,549-364-4574
996,Research Associate,944-367-9287
997,Mechanical Systems Engineer,216-980-8569
998,Cost Accountant,568-456-6593
999,Account Executive,391-754-0184
1000,Programmer Analyst I,827-725-1360
2001,Professor,801-325-6472
2002,Human Resources Assistant II,300-600-5063
2003,Senior Editor,291-347-4445
2004,Occupational Therapist,841-450-7660
2005,Engineer II,258-228-8935
2006,VP Product Management,878-255-2497
2007,Marketing Assistant,331-501-5520
2008,Speech Pathologist,393-492-0747
2009,Nurse,173-692-3874
2010,VP Quality Control,169-801-2235
2011,VP Quality Control,247-431-1867
2012,Electrical Engineer,963-354-2333
2013,Mechanical Systems Engineer,211-315-7257
2014,Director of Sales,865-797-5738
2015,Registered Nurse,382-164-0177
2016,Staff Scientist,838-660-4870
2017,Payment Adjustment Coordinator,325-393-2763
2018,Geologist IV,646-584-3325
2019,Librarian,193-569-6382
2020,Senior Quality Engineer,606-217-0041
2021,Food Chemist,193-316-5813
2022,Financial Analyst,950-417-8694
2023,Administrative Assistant I,232-394-7681
2024,Budget/Accounting Analyst IV,103-558-8346
2025,VP Quality Control,546-789-0432
2026,Design Engineer,734-520-0826
2027,Developer II,939-649-6590
2028,Media Manager IV,702-298-3678
2029,Product Engineer,925-979-8646
2030,Senior Editor,420-554-3835
2031,Structural Engineer,832-405-2571
2032,Data Coordinator,383-161-5664
2033,Occupational Therapist,144-967-9330
2034,Editor,157-229-5239
2035,Technical Writer,733-282-6100
2036,Project Manager,393-343-0300
2037,VP Quality Control,773-365-3612
2038,Health Coach II,523-509-3759
2039,Technical Writer,641-340-4367
2040,General Manager,663-358-1619
2041,Editor,789-723-1390
2042,Quality Engineer,476-688-0632
2043,Help Desk Technician,462-304-6066
2044,Programmer Analyst II,264-223-8258
2045,Accountant III,899-313-5569
2046,Community Outreach Specialist,783-324-9978
2047,Recruiting Manager,184-220-9547
2048,Database Administrator IV,206-778-3933
2049,Software Engineer IV,893-403-3109
2050,Safety Technician IV,825-238-0046
2051,Chief Design Engineer,797-800-3322
2052,Administrative Officer,637-718-2036
2053,Electrical Engineer,566-266-6482
2054,Help Desk Operator,151-351-5535
2055,Paralegal,937-936-4841
2056,Data Coordinator,859-136-3441
2057,Graphic Designer,562-835-0931
2058,Paralegal,720-829-3476
2059,Electrical Engineer,806-328-8276
2060,Administrative Assistant IV,180-495-7793
2061,Mechanical Systems Engineer,885-402-7056
2062,Technical Writer,732-417-7689
2063,Quality Engineer,522-614-0295
2064,Statistician III,452-947-0010
2065,Sales Associate,372-123-6756
2066,Electrical Engineer,690-738-7874
2067,Software Consultant,464-172-1002
2068,Biostatistician II,431-589-9205
2069,Mechanical Systems Engineer,976-410-6430
2070,Account Executive,167-612-7446
2071,Technical Writer,241-776-6246
2072,Financial Analyst,966-492-9589
2073,Budget/Accounting Analyst I,933-365-1301
2074,Editor,233-493-1137
2075,Safety Technician I,474-196-1926
2076,General Manager,225-721-8442
2077,Editor,680-695-5204
2078,Help Desk Technician,285-889-5653
2079,Nuclear Power Engineer,640-602-3085
2080,Executive Secretary,918-380-3066
2081,Staff Scientist,208-364-2865
2082,Internal Auditor,216-201-3212
2083,VP Accounting,838-753-2460
2084,Sales Associate,436-586-3709
2085,Assistant Professor,606-879-1203
2086,Assistant Manager,289-974-3198
2087,Associate Professor,507-102-4648
2088,VP Sales,870-916-8814
2089,Geological Engineer,901-572-3121
2090,Internal Auditor,466-509-0909
2091,Compensation Analyst,702-354-8502
2092,Senior Editor,234-792-1458
2093,Systems Administrator I,854-592-5519
2094,Account Executive,627-279-6290
2095,Administrative Assistant III,815-285-4425
2096,Programmer II,344-236-4134
2097,Information Systems Manager,498-120-3648
2098,Design Engineer,478-409-7902
2099,Financial Analyst,551-652-7136
2100,Media Manager I,178-825-6859
2101,Clinical Specialist,682-208-9419
2102,Sales Associate,408-470-2320
2103,Community Outreach Specialist,471-578-1279
2104,Community Outreach Specialist,315-178-8293
2105,Director of Sales,303-355-7224
2106,Recruiter,201-887-8150
2107,Quality Engineer,801-319-2623
2108,Nurse Practicioner,984-468-6268
2109,Senior Editor,328-967-4724
2110,Senior Editor,278-258-5250
2111,Nurse Practicioner,263-393-3526
2112,Budget/Accounting Analyst II,152-308-4623
2113,Account Representative II,896-913-7387
2114,Civil Engineer,136-908-3118
2115,Civil Engineer,669-334-6548
2116,Account Representative IV,693-520-2855
2117,Administrative Assistant I,541-844-3259
2118,Operator,480-451-0290
2119,Analog Circuit Design manager,996-266-2592
2120,Teacher,929-666-1310
2121,Analog Circuit Design manager,647-793-3364
2122,Senior Developer,695-902-8691
2123,Geologist I,189-423-4516
2124,Software Consultant,891-961-1450
2125,Senior Developer,863-743-0841
2126,Marketing Manager,910-639-5507
2127,Chemical Engineer,460-808-5482
2128,VP Sales,302-230-0820
2129,Geological Engineer,807-809-2500
2130,Design Engineer,303-390-0980
2131,Clinical Specialist,458-326-1596
2132,Office Assistant III,715-921-2070
2133,General Manager,827-110-9002
2134,Director of Sales,358-733-3144
2135,Analyst Programmer,942-822-7126
2136,Geologist III,577-614-4410
2137,Internal Auditor,821-480-1452
2138,Graphic Designer,433-338-2180
2139,Payment Adjustment Coordinator,412-739-5660
2140,Professor,536-164-1839
2141,Quality Control Specialist,429-648-0836
2142,Compensation Analyst,821-436-5307
2143,Nuclear Power Engineer,569-252-6030
2144,VP Quality Control,874-647-1941
2145,Financial Analyst,420-405-9444
2146,Social Worker,187-718-4313
2147,Payment Adjustment Coordinator,723-159-1483
2148,Senior Quality Engineer,956-751-7431
2149,VP Quality Control,426-531-6689
2150,Director of Sales,663-979-4732
2151,Financial Analyst,324-459-7795
2152,Programmer Analyst I,514-602-5383
2153,Account Coordinator,302-936-4945
2154,Payment Adjustment Coordinator,556-443-1892
2155,Database Administrator I,805-329-0770
2156,Sales Representative,579-562-9841
2157,Marketing Assistant,920-689-0592
2158,Senior Quality Engineer,617-224-3310
2159,Systems Administrator IV,968-940-0355
2160,Executive Secretary,897-273-5014
2161,VP Quality Control,258-197-9369
2162,Software Engineer III,225-895-2238
2163,Accounting Assistant III,763-857-2782
2164,Account Coordinator,117-808-2190
2165,Quality Control Specialist,527-582-7425
2166,Sales Associate,701-986-0690
2167,Safety Technician II,532-860-8622
2168,Project Manager,486-657-8017
2169,Electrical Engineer,161-884-9269
2170,Structural Engineer,325-981-1364
2171,Programmer Analyst I,871-635-8523
2172,Professor,498-336-6541
2173,Sales Representative,331-959-6994
2174,Senior Sales Associate,927-324-0590
2175,Recruiter,873-899-8327
2176,Office Assistant I,169-358-2640
2177,Staff Scientist,448-793-1163
2178,Programmer IV,667-696-5738
2179,Developer III,489-413-8813
2180,Registered Nurse,533-631-0809
2181,Research Associate,737-691-7323
2182,Project Manager,689-446-9307
2183,Assistant Media Planner,987-846-2680
2184,Computer Systems Analyst III,682-427-4878
2185,Human Resources Manager,298-631-9102
2186,Systems Administrator IV,293-303-9787
2187,VP Quality Control,701-313-4236
2188,Financial Advisor,105-746-2250
2189,VP Sales,966-175-0194
2190,Office Assistant III,896-161-7740
2191,Help Desk Operator,632-526-0098
2192,Financial Analyst,216-669-8835
2193,Desktop Support Technician,251-145-6621
2194,Chief Design Engineer,119-732-5920
2195,VP Sales,158-227-4669
2196,Marketing Assistant,294-519-9027
2197,Registered Nurse,160-311-7863
2198,Assistant Manager,472-697-6558
2199,Senior Financial Analyst,915-468-3897
2200,Senior Sales Associate,842-663-4979
2201,Senior Cost Accountant,270-348-5276
2202,Legal Assistant,513-260-8159
2203,Chief Design Engineer,190-356-9304
2204,Assistant Professor,230-709-9116
2205,Financial Analyst,153-486-0601
2206,Quality Control Specialist,971-480-8715
2207,Operator,207-804-8099
2208,Web Developer I,962-897-2027
2209,Nurse,116-372-6762
2210,Environmental Specialist,420-908-1172
2211,Assistant Manager,474-579-3449
2212,Research Nurse,889-759-3469
2213,VP Product Management,282-585-5925
2214,Graphic Designer,782-499-1469
2215,VP Accounting,993-669-6804
2216,Dental Hygienist,869-355-9858
2217,Chemical Engineer,729-507-7043
2218,Project Manager,353-915-6741
2219,Tax Accountant,195-761-7499
2220,Chief Design Engineer,965-432-7554
2221,Programmer Analyst I,509-361-0753
2222,Data Coordinator,179-861-1822
2223,Cost Accountant,125-395-5969
2224,Biostatistician III,233-791-3155
2225,Systems Administrator II,529-598-7479
2226,VP Quality Control,856-538-5790
2227,Quality Engineer,241-342-2055
2228,Financial Analyst,695-169-5062
2229,Computer Systems Analyst IV,105-992-3926
2230,Software Consultant,428-203-0058
2231,Occupational Therapist,505-962-8820
2232,Programmer Analyst II,971-305-7880
2233,Editor,390-376-8151
2234,Quality Engineer,615-117-4266
2235,VP Product Management,932-794-1600
2236,Marketing Assistant,744-543-5422
